     ID    LATITUDE   LONGITUDE    ALTITUDE  MM DD YYYY HH MM SS   TEMP     PRCP    WIND   PRESS 
NWS017AL   35.219142  -85.296361      625.00  4  2 2019  2 27 11   77.00    2.12    5.27   31.77
NWS015AL   34.871914  -86.306360      978.00  4 22 2019 22 58 20   74.00    1.54    7.75   30.59
NWS001AL   34.719144  -86.463601      650.00  4 24 2019 23  8  5   72.00    1.71    3.35   33.40
NWS017AL   35.219142  -85.296361      625.00  4 11 2019 19 38 29   73.00    0.55    4.63   33.06
NWS015AL   34.871914  -86.306360      978.00  4 20 2019 20  0  8   80.00    0.33    6.07   30.10
NWS005AL   34.914387  -86.360065      891.00  4 26 2019 20 27 10   80.00    0.50    0.64   29.10
NWS001AL   34.719144  -86.463601      650.00  4 27 2019  8 11 25   73.00    0.12    3.23   31.54
NWS001AL   34.719144  -86.463601      650.00  4 17 2019 15 16 33   82.00    2.18    2.51   32.12
NWS009AL   34.438719  -86.506463     1200.00  4 14 2019  0 14 58   85.00    2.08    0.47   31.84
NWS001AL   34.719144  -86.463601      650.00  4  7 2019 23  1 53   81.00    0.20    6.85   29.48
NWS019AL   35.319141  -85.556360      550.00  4 22 2019  7 50 11   80.00    2.14    6.72   30.10
NWS015AL   34.871914  -86.306360      978.00  4 27 2019  7 13  2   79.00    0.88    2.59   29.16
NWS010AL   35.043812  -85.436362     1125.00  4 30 2019 11  6 45   80.00    1.21    3.14   33.15
NWS019AL   35.319141  -85.556360      550.00  4  9 2019  5  6 40   77.00    1.72    6.34   29.52
NWS008AL   35.141938  -85.366461      500.00  4  9 2019  4 38  2   78.00    0.54    1.94   32.48
NWS009AL   34.438719  -86.506463     1200.00  4 30 2019 20 18 49   78.00    1.65    7.28   33.60
NWS012AL   35.071911  -85.646360     1350.00  4 20 2019  6 37 15   76.00    2.95    4.94   30.98
NWS015AL   34.871914  -86.306360      978.00  4 22 2019  7 52 39   74.00    2.43    1.95   33.12
NWS019AL   35.319141  -85.556360      550.00  4 16 2019  9 11 30   75.00    0.21    1.11   30.88
NWS005AL   34.914387  -86.360065      891.00  4  5 2019  4  9 23   78.00    2.65    1.07   32.61
NWS017AL   35.219142  -85.296361      625.00  4  1 2019 21 16 18   75.00    2.39    0.59   33.28
NWS009AL   34.438719  -86.506463     1200.00  4  9 2019 16 31  4   85.00    2.04    6.44   30.11
NWS002AL   34.191439  -86.636006      725.00  4  2 2019 14  5 55   75.00    2.80    6.07   29.88
NWS019AL   35.319141  -85.556360      550.00  4 28 2019 17 29  1   77.00    2.13    0.92   33.53
NWS010AL   35.043812  -85.436362     1125.00  4 10 2019 14  5  9   81.00    2.94    7.67   33.57
NWS017AL   35.219142  -85.296361      625.00  4 28 2019  6 49 56   76.00    1.64    1.62   33.07
NWS002AL   34.191439  -86.636006      725.00  4 29 2019  0  1 13   84.00    0.06    2.57   30.53
NWS017AL   35.219142  -85.296361      625.00  4 26 2019 12 44 21   70.00    0.05    6.93   33.12
NWS001AL   34.719144  -86.463601      650.00  4 23 2019  6  5 50   81.00    2.62    5.86   33.71
NWS001AL   34.719144  -86.463601      650.00  4 16 2019 22  5 14   74.00    1.84    7.89   29.01
NWS017AL   35.219142  -85.296361      625.00  4 16 2019 10 46 11   78.00    0.41    3.07   33.97
NWS008AL   35.141938  -85.366461      500.00  4 16 2019 13 31 44   74.00    2.42    1.49   32.90
NWS008AL   35.141938  -85.366461      500.00  4 18 2019  7 27 27   70.00    2.70    7.14   31.88
NWS001AL   34.719144  -86.463601      650.00  4 24 2019 11 17 23   83.00    2.17    5.86   31.31
NWS017AL   35.219142  -85.296361      625.00  4 21 2019 18 31 29   75.00    2.58    6.02   31.01
NWS017AL   35.219142  -85.296361      625.00  4  3 2019 13 30 56   77.00    0.12    3.92   33.45
NWS019AL   35.319141  -85.556360      550.00  4  5 2019 13 45 28   70.00    1.83    6.57   31.67
NWS002AL   34.191439  -86.636006      725.00  4 12 2019  9 41 16   82.00    0.39    7.06   33.70
NWS001AL   34.719144  -86.463601      650.00  4 16 2019  8 22  7   72.00    1.23    5.46   30.79
NWS019AL   35.319141  -85.556360      550.00  4 16 2019 14 31 18   83.00    0.03    4.80   32.26
NWS012AL   35.071911  -85.646360     1350.00  4  9 2019  3 50 39   83.00    2.05    4.11   29.48
NWS017AL   35.219142  -85.296361      625.00  4 10 2019 14 21 47   81.00    1.73    3.01   30.74
NWS009AL   34.438719  -86.506463     1200.00  4  3 2019 12 40 38   83.00    1.68    1.31   29.72
NWS002AL   34.191439  -86.636006      725.00  4  9 2019 17 53 38   75.00    2.55    6.03   32.17
NWS002AL   34.191439  -86.636006      725.00  4 10 2019 16 36 19   83.00    2.99    4.97   30.64
NWS002AL   34.191439  -86.636006      725.00  4 17 2019 18 27  8   72.00    2.46    6.00   33.52
NWS019AL   35.319141  -85.556360      550.00  4 20 2019  7 53 33   78.00    2.00    1.45   31.92
NWS009AL   34.438719  -86.506463     1200.00  4 10 2019 18 26  6   77.00    1.99    0.44   30.11
NWS019AL   35.319141  -85.556360      550.00  4  9 2019  7 14 34   82.00    2.83    1.94   32.11
NWS005AL   34.914387  -86.360065      891.00  4 11 2019 23 38 51   72.00    0.85    5.42   30.85
NWS015AL   34.871914  -86.306360      978.00  4 19 2019 21 29  8   84.00    2.56    2.43   32.38
NWS017AL   35.219142  -85.296361      625.00  4 28 2019  1 48 57   79.00    1.49    1.86   31.23
NWS009AL   34.438719  -86.506463     1200.00  4 28 2019 22 49  6   85.00    0.45    3.75   33.69
NWS002AL   34.191439  -86.636006      725.00  4 17 2019 19 45 25   73.00    2.02    5.65   29.22
NWS010AL   35.043812  -85.436362     1125.00  4  3 2019  8 48 56   75.00    0.82    3.18   31.25
NWS015AL   34.871914  -86.306360      978.00  4  5 2019  2 47 49   77.00    0.52    5.37   32.86
NWS002AL   34.191439  -86.636006      725.00  4 26 2019 14 47 13   80.00    0.31    7.83   30.69
NWS019AL   35.319141  -85.556360      550.00  4 24 2019 21 23 36   81.00    1.98    5.94   30.11
NWS005AL   34.914387  -86.360065      891.00  4 23 2019 14 50 44   74.00    3.00    7.90   31.04
NWS009AL   34.438719  -86.506463     1200.00  4 24 2019  6 39  6   73.00    2.12    7.62   33.58
NWS008AL   35.141938  -85.366461      500.00  4 26 2019  4 12 24   75.00    0.52    5.90   31.26
NWS017AL   35.219142  -85.296361      625.00  4 16 2019 21 58 51   71.00    2.12    3.56   33.37
NWS009AL   34.438719  -86.506463     1200.00  4 18 2019  7 36 37   76.00    2.60    5.73   32.41
NWS012AL   35.071911  -85.646360     1350.00  4 23 2019 17 51 16   80.00    0.85    6.05   30.81
NWS019AL   35.319141  -85.556360      550.00  4 18 2019 22 48 22   82.00    0.84    5.01   29.89
NWS010AL   35.043812  -85.436362     1125.00  4 20 2019  0 21 18   72.00    2.77    3.10   29.22
NWS017AL   35.219142  -85.296361      625.00  4 20 2019  9 41  8   84.00    2.50    4.85   31.58
NWS010AL   35.043812  -85.436362     1125.00  4 16 2019 15 19 23   78.00    1.42    0.21   33.38
NWS012AL   35.071911  -85.646360     1350.00  4 11 2019  1  4 49   76.00    0.22    4.56   30.57
NWS012AL   35.071911  -85.646360     1350.00  4 29 2019 11 10 42   73.00    2.88    6.33   33.45
NWS002AL   34.191439  -86.636006      725.00  4 29 2019 21 52 56   82.00    1.94    7.34   30.41
NWS002AL   34.191439  -86.636006      725.00  4 29 2019 10 38 50   84.00    0.09    3.29   30.95
NWS017AL   35.219142  -85.296361      625.00  4 11 2019  1 57 33   77.00    0.53    3.92   29.12
NWS012AL   35.071911  -85.646360     1350.00  4 15 2019 15  1 28   78.00    0.91    5.95   29.35
NWS017AL   35.219142  -85.296361      625.00  4  3 2019 23 37 46   70.00    1.05    1.11   31.72
NWS010AL   35.043812  -85.436362     1125.00  4 25 2019  6 31 54   72.00    1.62    6.30   29.40
NWS001AL   34.719144  -86.463601      650.00  4  4 2019  9  6 31   79.00    2.89    0.67   29.07
NWS009AL   34.438719  -86.506463     1200.00  4 18 2019 21 59 31   73.00    0.13    3.74   33.08
NWS010AL   35.043812  -85.436362     1125.00  4 13 2019  0 42 17   84.00    1.68    3.70   30.71
NWS002AL   34.191439  -86.636006      725.00  4 18 2019 15 52 51   76.00    0.34    7.92   33.72
NWS010AL   35.043812  -85.436362     1125.00  4 19 2019  5 21 47   77.00    2.37    6.77   33.71
NWS015AL   34.871914  -86.306360      978.00  4  7 2019 19 22 51   85.00    2.78    1.39   30.08
NWS005AL   34.914387  -86.360065      891.00  4 17 2019  8 12  5   71.00    1.45    3.50   33.07
NWS001AL   34.719144  -86.463601      650.00  4 20 2019 18  4 31   83.00    1.24    5.86   30.20
NWS005AL   34.914387  -86.360065      891.00  4 25 2019  5 40 10   81.00    2.65    6.30   31.48
NWS002AL   34.191439  -86.636006      725.00  4 28 2019  6 42  7   85.00    2.16    4.85   30.91
NWS019AL   35.319141  -85.556360      550.00  4 17 2019 18 35 35   74.00    2.60    7.12   32.60
NWS009AL   34.438719  -86.506463     1200.00  4  7 2019  3 17  6   80.00    2.69    3.00   31.48
NWS010AL   35.043812  -85.436362     1125.00  4  6 2019  4  8 55   80.00    2.32    5.87   29.58
NWS008AL   35.141938  -85.366461      500.00  4 23 2019  1 51  7   72.00    0.11    7.41   33.44
NWS012AL   35.071911  -85.646360     1350.00  4 15 2019 15 54 26   84.00    2.77    4.35   33.89
NWS010AL   35.043812  -85.436362     1125.00  4  9 2019 14 21 46   81.00    2.75    5.62   33.01
NWS017AL   35.219142  -85.296361      625.00  4 23 2019  9 31 36   82.00    1.22    3.00   32.99
NWS017AL   35.219142  -85.296361      625.00  4 23 2019  7  7 11   79.00    1.71    2.24   29.58
NWS010AL   35.043812  -85.436362     1125.00  4 20 2019 22 34 40   83.00    0.98    5.46   29.08
NWS019AL   35.319141  -85.556360      550.00  4  9 2019 17 58 52   75.00    0.35    6.81   32.12
NWS008AL   35.141938  -85.366461      500.00  4 30 2019 21 51 16   72.00    2.85    7.59   30.30
NWS002AL   34.191439  -86.636006      725.00  4  2 2019 20  3 26   81.00    2.41    5.84   33.62
NWS017AL   35.219142  -85.296361      625.00  4 30 2019 11  4 28   76.00    2.52    2.39   33.06
NWS008AL   35.141938  -85.366461      500.00  4 14 2019  9 31 26   70.00    2.90    4.14   29.64
NWS001AL   34.719144  -86.463601      650.00  4 24 2019 21 26 46   72.00    0.66    2.95   32.16
NWS001AL   34.719144  -86.463601      650.00  4 21 2019 18 49 18   77.00    1.62    0.48   32.33
NWS010AL   35.043812  -85.436362     1125.00  4  9 2019 22 21 31   80.00    0.83    6.43   32.04
NWS010AL   35.043812  -85.436362     1125.00  4 11 2019  3 42 47   76.00    1.75    0.53   32.24
NWS019AL   35.319141  -85.556360      550.00  4 21 2019 17 35  5   76.00    2.67    6.24   33.46
NWS008AL   35.141938  -85.366461      500.00  4 29 2019 17 29 46   80.00    2.72    0.36   29.67
NWS005AL   34.914387  -86.360065      891.00  4 12 2019 15 38 37   81.00    0.97    7.89   33.37
NWS012AL   35.071911  -85.646360     1350.00  4  3 2019 12  7 20   77.00    0.19    7.35   29.30
NWS008AL   35.141938  -85.366461      500.00  4 16 2019  6 57 50   75.00    1.99    7.00   29.89
NWS010AL   35.043812  -85.436362     1125.00  4 28 2019 15 16 45   73.00    1.29    5.57   31.68
NWS012AL   35.071911  -85.646360     1350.00  4 24 2019  8 16  1   71.00    0.25    2.01   31.75
NWS009AL   34.438719  -86.506463     1200.00  4  5 2019 20 14  8   85.00    1.88    3.18   33.33
NWS008AL   35.141938  -85.366461      500.00  4  4 2019  8 54  4   71.00    2.70    2.64   33.46
NWS002AL   34.191439  -86.636006      725.00  4  7 2019  2 56 43   75.00    2.97    5.63   32.01
NWS012AL   35.071911  -85.646360     1350.00  4 17 2019 18 18 39   77.00    2.75    0.54   32.37
NWS015AL   34.871914  -86.306360      978.00  4  6 2019 15 35 14   81.00    0.47    3.44   30.24
NWS017AL   35.219142  -85.296361      625.00  4  1 2019  2 46 35   72.00    0.22    7.19   33.97
NWS019AL   35.319141  -85.556360      550.00  4  9 2019 18 33 30   82.00    0.10    0.53   33.92
NWS008AL   35.141938  -85.366461      500.00  4 29 2019 12 32  5   81.00    1.94    1.48   29.88
NWS005AL   34.914387  -86.360065      891.00  4 11 2019 13 48  1   79.00    1.41    4.08   30.03
NWS012AL   35.071911  -85.646360     1350.00  4  4 2019  9 25 46   71.00    1.65    5.25   29.65
NWS001AL   34.719144  -86.463601      650.00  4 22 2019  4  3  7   73.00    1.85    2.27   33.94
NWS019AL   35.319141  -85.556360      550.00  4 27 2019  8 42 51   75.00    2.00    7.72   33.49
NWS010AL   35.043812  -85.436362     1125.00  4 16 2019 12 49 20   85.00    1.90    7.95   30.21
NWS005AL   34.914387  -86.360065      891.00  4  4 2019 15 47 47   79.00    2.60    4.84   29.75
NWS015AL   34.871914  -86.306360      978.00  4 15 2019  3 49 45   74.00    0.42    0.03   32.37
NWS017AL   35.219142  -85.296361      625.00  4  1 2019  0 50 28   76.00    2.98    5.59   30.71
NWS009AL   34.438719  -86.506463     1200.00  4 19 2019  4 16 43   84.00    2.55    3.92   31.94
NWS001AL   34.719144  -86.463601      650.00  4 17 2019 13 51 13   79.00    0.05    0.31   32.90
NWS009AL   34.438719  -86.506463     1200.00  4  9 2019  8  6 57   85.00    2.32    5.02   30.74
NWS001AL   34.719144  -86.463601      650.00  4  2 2019 16  6 14   74.00    0.48    3.82   32.43
NWS008AL   35.141938  -85.366461      500.00  4 29 2019 11 59  2   77.00    2.30    6.22   32.84
NWS001AL   34.719144  -86.463601      650.00  4 27 2019  4 38  8   84.00    1.93    4.72   31.63
NWS002AL   34.191439  -86.636006      725.00  4  2 2019  5 50 54   70.00    2.64    4.52   32.78
NWS015AL   34.871914  -86.306360      978.00  4 23 2019 12 49  1   73.00    1.55    5.79   33.94
NWS009AL   34.438719  -86.506463     1200.00  4  9 2019  9 14 21   83.00    2.78    7.27   33.34
NWS008AL   35.141938  -85.366461      500.00  4 21 2019 21 53 37   70.00    0.34    5.82   32.50
NWS012AL   35.071911  -85.646360     1350.00  4 10 2019 21 11 59   81.00    0.92    4.27   30.09
NWS019AL   35.319141  -85.556360      550.00  4 14 2019 20 27 55   78.00    2.95    2.71   32.08
NWS010AL   35.043812  -85.436362     1125.00  4 23 2019 12 48 48   82.00    0.85    1.73   29.99
NWS010AL   35.043812  -85.436362     1125.00  4 22 2019 22 16  6   81.00    1.42    5.83   33.37
NWS012AL   35.071911  -85.646360     1350.00  4 22 2019 15 53 59   80.00    0.36    7.15   33.26
NWS010AL   35.043812  -85.436362     1125.00  4 11 2019 14 23 47   79.00    1.09    6.10   29.62
NWS019AL   35.319141  -85.556360      550.00  4 22 2019 23 42 52   80.00    2.13    7.97   32.20
NWS017AL   35.219142  -85.296361      625.00  4 29 2019 23 32 17   71.00    2.06    1.96   32.29
NWS005AL   34.914387  -86.360065      891.00  4 21 2019  4 47 12   80.00    2.16    1.00   33.90
NWS001AL   34.719144  -86.463601      650.00  4 17 2019 12 13 59   78.00    1.87    0.37   31.91
NWS009AL   34.438719  -86.506463     1200.00  4 15 2019 16 26 25   82.00    0.87    7.05   33.77
NWS012AL   35.071911  -85.646360     1350.00  4 24 2019 21 15 27   82.00    2.89    3.95   30.22
NWS009AL   34.438719  -86.506463     1200.00  4 15 2019 14 10 15   72.00    0.38    2.17   29.36
NWS005AL   34.914387  -86.360065      891.00  4 29 2019 23 49 22   71.00    2.77    3.00   31.65
NWS009AL   34.438719  -86.506463     1200.00  4 21 2019  9 36 17   81.00    2.04    2.39   31.39
NWS001AL   34.719144  -86.463601      650.00  4 17 2019 13 46 55   79.00    1.37    4.36   33.57
NWS001AL   34.719144  -86.463601      650.00  4 17 2019 19 58 38   75.00    1.77    7.77   33.41
NWS001AL   34.719144  -86.463601      650.00  4 20 2019  3  6 25   70.00    0.08    6.55   32.29
NWS001AL   34.719144  -86.463601      650.00  4  9 2019  9 18 17   77.00    0.95    6.52   29.64
NWS012AL   35.071911  -85.646360     1350.00  4  7 2019 20 32 44   72.00    0.00    0.96   30.26
NWS008AL   35.141938  -85.366461      500.00  4 29 2019 18 44 35   79.00    2.74    6.73   31.92
NWS019AL   35.319141  -85.556360      550.00  4  9 2019 12 42  1   78.00    2.90    6.97   30.64
NWS001AL   34.719144  -86.463601      650.00  4 27 2019  2 28 18   82.00    1.47    7.22   33.48
NWS009AL   34.438719  -86.506463     1200.00  4 25 2019 14 17  2   81.00    1.82    2.89   32.87
NWS002AL   34.191439  -86.636006      725.00  4 28 2019 20 58  0   78.00    0.98    0.92   32.76
NWS012AL   35.071911  -85.646360     1350.00  4 27 2019  8 25 26   71.00    2.61    3.77   32.81
NWS005AL   34.914387  -86.360065      891.00  4  2 2019  5  7 47   73.00    1.41    7.34   29.25
NWS005AL   34.914387  -86.360065      891.00  4 12 2019 21  9  6   71.00    0.64    3.42   33.04
NWS008AL   35.141938  -85.366461      500.00  4 12 2019 12 30 24   75.00    1.60    4.90   32.72
NWS012AL   35.071911  -85.646360     1350.00  4  8 2019 14  0 55   70.00    1.45    3.83   29.94
NWS008AL   35.141938  -85.366461      500.00  4 14 2019 12  0 21   82.00    0.69    1.01   30.75
NWS005AL   34.914387  -86.360065      891.00  4 24 2019 11 58 19   85.00    0.00    4.72   33.59
NWS010AL   35.043812  -85.436362     1125.00  4 12 2019  3 13 10   72.00    2.53    5.70   29.87
NWS017AL   35.219142  -85.296361      625.00  4 18 2019 14 28 34   82.00    0.47    4.89   30.42
NWS017AL   35.219142  -85.296361      625.00  4  7 2019 15 15  7   79.00    1.20    7.72   29.26
NWS001AL   34.719144  -86.463601      650.00  4 16 2019 18 59 18   72.00    2.33    2.37   29.62
NWS009AL   34.438719  -86.506463     1200.00  4  6 2019 22 50 11   70.00    1.51    7.65   32.24
NWS009AL   34.438719  -86.506463     1200.00  4 29 2019 10 20 17   85.00    0.61    0.62   30.39
NWS008AL   35.141938  -85.366461      500.00  4 17 2019 10 49 39   83.00    1.79    3.48   30.64
NWS010AL   35.043812  -85.436362     1125.00  4  6 2019 19 12 16   84.00    1.25    1.17   33.59
NWS010AL   35.043812  -85.436362     1125.00  4 25 2019  3 15 56   78.00    0.95    5.19   30.90
NWS009AL   34.438719  -86.506463     1200.00  4  8 2019 13 23  5   81.00    0.01    0.76   31.27
NWS005AL   34.914387  -86.360065      891.00  4 26 2019 21  5 21   77.00    2.54    7.51   32.89
NWS009AL   34.438719  -86.506463     1200.00  4  1 2019 13 26 45   72.00    2.76    0.70   33.28
NWS010AL   35.043812  -85.436362     1125.00  4 30 2019 19 14  8   79.00    0.08    0.16   29.95
NWS010AL   35.043812  -85.436362     1125.00  4 20 2019 18 45 25   85.00    0.25    5.53   31.07
NWS009AL   34.438719  -86.506463     1200.00  4 14 2019 13  9  3   78.00    1.09    7.95   31.61
NWS009AL   34.438719  -86.506463     1200.00  4 19 2019  8  2 20   78.00    1.49    4.57   32.36
NWS017AL   35.219142  -85.296361      625.00  4  6 2019 17 45 39   72.00    1.25    6.76   32.65
NWS015AL   34.871914  -86.306360      978.00  4 25 2019 15 39 27   78.00    1.00    0.71   29.87
NWS009AL   34.438719  -86.506463     1200.00  4  1 2019  3 45 44   82.00    0.17    7.34   31.49
